"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","correct","stimulus"
"11656","13","text","0","11661","0.0-0.0","",""
"2267","77","categorize","1","16948","0.0-1.0-0.0","false","img/slot.png"
"1660","90","categorize","2","21618","0.0-1.0-1.0","true","img/slot.png"
"724","90","categorize","3","25346","0.0-1.0-2.0","false","img/slot.png"
"516","77","categorize","4","28866","0.0-1.0-3.0","false","img/slot.png"
"418","90","categorize","5","32288","0.0-1.0-4.0","true","img/slot.png"
"388","90","categorize","6","35681","0.0-1.0-5.0","true","img/slot.png"
"403","90","categorize","7","39089","0.0-1.0-6.0","true","img/slot.png"
"344","90","categorize","8","42437","0.0-1.0-7.0","true","img/slot.png"
"313","90","categorize","9","45757","0.0-1.0-8.0","false","img/slot.png"
"247","77","categorize","10","49007","0.0-1.0-9.0","true","img/slot.png"
"409","77","categorize","11","52422","0.0-1.0-10.0","false","img/slot.png"
"432","90","categorize","12","55858","0.0-1.0-11.0","false","img/slot.png"
"355","77","categorize","13","59217","0.0-1.0-12.0","false","img/slot.png"
"115","77","categorize","14","62337","0.0-1.0-13.0","true","img/slot.png"
"620","77","categorize","15","65966","0.0-1.0-14.0","false","img/slot.png"
"406","90","categorize","16","69376","0.0-1.0-15.0","true","img/slot.png"
"543","90","categorize","17","72923","0.0-1.0-16.0","false","img/slot.png"
"449","77","categorize","18","76373","0.0-1.0-17.0","false","img/slot.png"
"352","90","categorize","19","79727","0.0-1.0-18.0","true","img/slot.png"
"670","77","categorize","20","83398","0.0-1.0-19.0","false","img/slot.png"
"749","90","categorize","21","87149","0.0-1.0-20.0","true","img/slot.png"
"556","90","categorize","22","90713","0.0-1.0-21.0","false","img/slot.png"
"425","77","categorize","23","94143","0.0-1.0-22.0","false","img/slot.png"
"316","90","categorize","24","97462","0.0-1.0-23.0","true","img/slot.png"
"900","90","categorize","25","101367","0.0-1.0-24.0","true","img/slot.png"
"519","90","categorize","26","104890","0.0-1.0-25.0","true","img/slot.png"
"340","90","categorize","27","108235","0.0-1.0-26.0","false","img/slot.png"
"166","77","categorize","28","111404","0.0-1.0-27.0","true","img/slot.png"
"420","77","categorize","29","114828","0.0-1.0-28.0","false","img/slot.png"
"280","90","categorize","30","118112","0.0-1.0-29.0","true","img/slot.png"
"317","90","categorize","31","121437","0.0-1.0-30.0","true","img/slot.png"
"370","90","categorize","32","124813","0.0-1.0-31.0","true","img/slot.png"
"329","90","categorize","33","128147","0.0-1.0-32.0","true","img/slot.png"
"274","90","categorize","34","131425","0.0-1.0-33.0","false","img/slot.png"
"281","90","categorize","35","134710","0.0-1.0-34.0","true","img/slot.png"
"177","90","categorize","36","137890","0.0-1.0-35.0","true","img/slot.png"
"72","90","categorize","37","140967","0.0-1.0-36.0","false","img/slot.png"
"18","77","categorize","38","143991","0.0-1.0-37.0","false","img/slot.png"
"313","90","categorize","39","147308","0.0-1.0-38.0","false","img/slot.png"
"296","77","categorize","40","150607","0.0-1.0-39.0","false","img/slot.png"
"280","77","categorize","41","153892","0.0-2.0-0.0","false","img/slot.png"
"359","90","categorize","42","157257","0.0-2.0-1.0","false","img/slot.png"
"398","77","categorize","43","160659","0.0-2.0-2.0","true","img/slot.png"
"747","77","categorize","44","164410","0.0-2.0-3.0","true","img/slot.png"
"533","77","categorize","45","167948","0.0-2.0-4.0","false","img/slot.png"
"320","90","categorize","46","171272","0.0-2.0-5.0","false","img/slot.png"
"415","77","categorize","47","174691","0.0-2.0-6.0","true","img/slot.png"
"300","77","categorize","48","177996","0.0-2.0-7.0","false","img/slot.png"
"741","90","categorize","49","181739","0.0-2.0-8.0","false","img/slot.png"
"508","77","categorize","50","185251","0.0-2.0-9.0","true","img/slot.png"
"667","77","categorize","51","188923","0.0-2.0-10.0","false","img/slot.png"
"414","90","categorize","52","192341","0.0-2.0-11.0","false","img/slot.png"
"385","77","categorize","53","195730","0.0-2.0-12.0","true","img/slot.png"
"309","77","categorize","54","199044","0.0-2.0-13.0","true","img/slot.png"
"319","77","categorize","55","202368","0.0-2.0-14.0","false","img/slot.png"
"306","90","categorize","56","205677","0.0-2.0-15.0","false","img/slot.png"
"448","77","categorize","57","209129","0.0-2.0-16.0","false","img/slot.png"
"275","90","categorize","58","212409","0.0-2.0-17.0","false","img/slot.png"
"414","77","categorize","59","215827","0.0-2.0-18.0","true","img/slot.png"
"241","77","categorize","60","219072","0.0-2.0-19.0","true","img/slot.png"
"463","77","categorize","61","222539","0.0-2.0-20.0","false","img/slot.png"
"905","90","categorize","62","226448","0.0-2.0-21.0","true","img/slot.png"
"393","90","categorize","63","229848","0.0-2.0-22.0","false","img/slot.png"
"632","77","categorize","64","233484","0.0-2.0-23.0","false","img/slot.png"
"674","90","categorize","65","237165","0.0-2.0-24.0","false","img/slot.png"
"281","77","categorize","66","240451","0.0-2.0-25.0","true","img/slot.png"
"444","77","categorize","67","243899","0.0-2.0-26.0","true","img/slot.png"
"266","77","categorize","68","247169","0.0-2.0-27.0","true","img/slot.png"
"271","77","categorize","69","250443","0.0-2.0-28.0","true","img/slot.png"
"578","77","categorize","70","254026","0.0-2.0-29.0","true","img/slot.png"
"488","90","categorize","71","257517","0.0-2.0-30.0","true","img/slot.png"
"598","90","categorize","72","261119","0.0-2.0-31.0","false","img/slot.png"
"2007","90","categorize","73","266131","0.0-2.0-32.0","false","img/slot.png"
"2446","90","categorize","74","271582","0.0-2.0-33.0","false","img/slot.png"
"323","77","categorize","75","274908","0.0-2.0-34.0","false","img/slot.png"
"280","90","categorize","76","278192","0.0-2.0-35.0","false","img/slot.png"
"277","77","categorize","77","281473","0.0-2.0-36.0","true","img/slot.png"
"305","77","categorize","78","284783","0.0-2.0-37.0","false","img/slot.png"
"358","90","categorize","79","288146","0.0-2.0-38.0","false","img/slot.png"
"276","77","categorize","80","291426","0.0-2.0-39.0","true","img/slot.png"
"226","77","categorize","81","294655","0.0-3.0-0.0","false","img/slot.png"
"260","90","categorize","82","297920","0.0-3.0-1.0","true","img/slot.png"
"206","90","categorize","83","301130","0.0-3.0-2.0","true","img/slot.png"
"250","90","categorize","84","304384","0.0-3.0-3.0","true","img/slot.png"
"1546","90","categorize","85","308933","0.0-3.0-4.0","true","img/slot.png"
"801","90","categorize","86","312738","0.0-3.0-5.0","false","img/slot.png"
"260","77","categorize","87","316004","0.0-3.0-6.0","true","img/slot.png"
"453","77","categorize","88","319461","0.0-3.0-7.0","false","img/slot.png"
"343","90","categorize","89","322809","0.0-3.0-8.0","true","img/slot.png"
"598","90","categorize","90","326411","0.0-3.0-9.0","false","img/slot.png"
"240","77","categorize","91","329656","0.0-3.0-10.0","false","img/slot.png"
"12","90","categorize","92","332674","0.0-3.0-11.0","true","img/slot.png"
"334","90","categorize","93","336011","0.0-3.0-12.0","true","img/slot.png"
"320","90","categorize","94","339335","0.0-3.0-13.0","true","img/slot.png"
"329","90","categorize","95","342669","0.0-3.0-14.0","false","img/slot.png"
"355","77","categorize","96","346027","0.0-3.0-15.0","false","img/slot.png"
"319","90","categorize","97","349352","0.0-3.0-16.0","false","img/slot.png"
"294","77","categorize","98","352650","0.0-3.0-17.0","false","img/slot.png"
"380","90","categorize","99","356034","0.0-3.0-18.0","true","img/slot.png"
"295","77","categorize","100","359333","0.0-3.0-19.0","true","img/slot.png"
"508","77","categorize","101","362845","0.0-3.0-20.0","false","img/slot.png"
"326","90","categorize","102","366174","0.0-3.0-21.0","true","img/slot.png"
"329","90","categorize","103","369509","0.0-3.0-22.0","true","img/slot.png"
"388","90","categorize","104","372902","0.0-3.0-23.0","false","img/slot.png"
"255","77","categorize","105","376161","0.0-3.0-24.0","false","img/slot.png"
"300","90","categorize","106","379465","0.0-3.0-25.0","true","img/slot.png"
"544","90","categorize","107","383012","0.0-3.0-26.0","false","img/slot.png"
"289","77","categorize","108","386309","0.0-3.0-27.0","true","img/slot.png"
"406","90","categorize","109","389720","0.0-3.0-28.0","true","img/slot.png"
"504","90","categorize","110","393227","0.0-3.0-29.0","true","img/slot.png"
"509","90","categorize","111","396741","0.0-3.0-30.0","true","img/slot.png"
"342","90","categorize","112","400088","0.0-3.0-31.0","true","img/slot.png"
"618","90","categorize","113","403711","0.0-3.0-32.0","true","img/slot.png"
"563","90","categorize","114","407278","0.0-3.0-33.0","false","img/slot.png"
"261","77","categorize","115","410542","0.0-3.0-34.0","false","img/slot.png"
"315","90","categorize","116","413862","0.0-3.0-35.0","true","img/slot.png"
"323","90","categorize","117","417190","0.0-3.0-36.0","false","img/slot.png"
"385","77","categorize","118","420579","0.0-3.0-37.0","false","img/slot.png"
"330","90","categorize","119","423913","0.0-3.0-38.0","false","img/slot.png"
"568","77","categorize","120","427484","0.0-3.0-39.0","false","img/slot.png"
"693","90","text","121","429178","0.0-4.0","",""
